CodCurso;NomeCurso;Ano;Periodo;Vinculados;Matriculados;Ingressantes;Diplomados;Evadidos
334;LETRAS;2018;1;1195;1059;217;43;52
335;MATEMÁTICA;2018;1;570;468;104;10;49
336;MEDICINA;2018;1;890;883;56;83;1
337;MEDICINA VETERINÁRIA;2018;1;630;590;48;57;9
731;MUSEOLOGIA;2018;1;152;129;23;4;7
338;MÚSICA;2018;1;375;346;69;7;12
339;NUTRIÇÃO;2018;1;298;284;32;24;3
340;ODONTOLOGIA;2018;1;575;547;35;39;8
341;PEDAGOGIA;2018;1;545;470;61;36;31
582;PEDAGOGIA - EAD;2018;1;259;189;0;0;0
914;POLÍTICAS PÚBLICAS;2018;1;231;185;35;5;19
342;PSICOLOGIA;2018;1;436;400;58;22;12
343;QUÍMICA;2018;1;678;564;61;23;70
357;RELAÇÕES INTERNACIONAIS;2018;1;286;266;48;7;4
1490;RELAÇÕES PÚBLICAS;2018;1;247;227;20;23;7
806;SAÚDE COLETIVA;2018;1;230;201;24;22;15
907;SERVIÇO SOCIAL;2018;1;192;170;37;15;12
302;TEATRO;2018;1;242;209;38;7;11
1071;ZOOTECNIA;2018;1;221;189;21;10;14
298;ADMINISTRAÇÃO;2018;2;1662;1441;163;113;59
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2018;2;257;220;46;1;18
299;AGRONOMIA;2018;2;512;466;52;28;28
300;ARQUITETURA E URBANISMO;2018;2;605;569;50;40;10
301;ARQUIVOLOGIA;2018;2;162;132;0;20;8
303;ARTES VISUAIS;2018;2;584;505;5;54;22
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2018;2;333;274;7;0;51
304;BIBLIOTECONOMIA;2018;2;321;280;34;25;21
361;BIOMEDICINA;2018;2;167;155;4;35;10
910;BIOTECNOLOGIA;2018;2;103;86;3;9;9
305;CIÊNCIA DA COMPUTAÇÃO;2018;2;676;600;30;47;22
306;CIÊNCIAS ATUARIAIS;2018;2;240;203;6;9;15
307;CIÊNCIAS BIOLÓGICAS;2018;2;594;548;56;76;22
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2018;2;153;134;2;10;15
308;CIÊNCIAS CONTÁBEIS;2018;2;771;681;68;55;19
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2018;2;252;125;0;0;124
309;CIÊNCIAS ECONÔMICAS;2018;2;806;721;72;42;35
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2018;2;1837;1738;204;147;37
312;CIÊNCIAS SOCIAIS;2018;2;976;767;34;54;74
1654;CIÊNCIAS SOCIAIS - ENSINO A DISTÂNCIA - EAD;2018;2;227;227;227;0;0
313;COMUNICAÇÃO SOCIAL;2018;2;266;249;28;19;7
805;DANÇA;2018;2;193;167;6;21;10
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2018;2;3;1;0;0;1
1481;DESIGN DE PRODUTO;2018;2;253;215;18;18;21
1482;DESIGN VISUAL;2018;2;240;217;19;15;8
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2018;2;70;67;0;0;0
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2018;2;70;63;2;0;1
314;EDUCAÇÃO FÍSICA;2018;2;1049;913;90;96;34
315;ENFERMAGEM;2018;2;509;488;52;43;6
526;ENGENHARIA AMBIENTAL;2018;2;192;173;3;18;6
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2018;2;170;131;6;8;17
317;ENGENHARIA CIVIL;2018;2;1050;969;83;82;28
319;ENGENHARIA DE ALIMENTOS;2018;2;220;190;20;12;14
318;ENGENHARIA DE COMPUTAÇÃO;2018;2;419;385;31;9;21
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2018;2;212;192;7;9;14
909;ENGENHARIA DE ENERGIA;2018;2;199;180;6;8;10
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2018;2;15;15;1;0;0
320;ENGENHARIA DE MATERIAIS;2018;2;206;182;11;11;12
321;ENGENHARIA DE MINAS;2018;2;161;139;4;9;13
322;ENGENHARIA DE PRODUÇÃO;2018;2;416;400;38;29;10
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2018;2;9;9;2;0;0
323;ENGENHARIA ELÉTRICA;2018;2;515;466;48;20;16
911;ENGENHARIA FÍSICA;2018;2;171;154;5;4;11
1077;ENGENHARIA HÍDRICA;2018;2;120;109;15;6;14
324;ENGENHARIA MECÂNICA;2018;2;759;712;58;45;25
325;ENGENHARIA METALÚRGICA;2018;2;309;251;13;20;36
326;ENGENHARIA QUÍMICA;2018;2;601;565;61;40;23
327;ESTATÍSTICA;2018;2;156;132;0;10;18
328;FARMÁCIA;2018;2;622;587;74;41;16
329;FILOSOFIA;2018;2;384;297;1;17;35
330;FÍSICA;2018;2;421;345;20;33;56
1764;FÍSICA - LICENCIATURA;2018;2;159;146;28;0;0
812;FISIOTERAPIA;2018;2;171;155;0;22;6
730;FONOAUDIOLOGIA;2018;2;134;130;0;18;1
331;GEOGRAFIA;2018;2;506;439;51;33;17
1650;GEOGRAFIA - ENSINO A DISTÂNCIA - EAD;2018;2;222;222;222;0;0
1548;GEOGRAFIA - LITORAL NORTE;2018;2;7;7;3;0;0
332;GEOLOGIA;2018;2;220;199;5;26;9
333;HISTÓRIA;2018;2;835;668;31;58;39
908;HISTÓRIA DA ARTE;2018;2;180;143;2;18;9
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2018;2;155;130;18;5;15
1489;JORNALISMO;2018;2;228;215;26;23;4
334;LETRAS;2018;2;1114;949;14;79;70
335;MATEMÁTICA;2018;2;567;452;56;23;52
336;MEDICINA;2018;2;877;870;71;92;2
337;MEDICINA VETERINÁRIA;2018;2;615;578;51;37;7
731;MUSEOLOGIA;2018;2;142;117;1;19;7
338;MÚSICA;2018;2;356;328;0;31;12
339;NUTRIÇÃO;2018;2;302;286;31;27;3
340;ODONTOLOGIA;2018;2;593;568;65;41;12
341;PEDAGOGIA;2018;2;542;471;64;40;24
582;PEDAGOGIA - EAD;2018;2;259;186;0;0;0
1655;PEDAGOGIA - ENSINO A DISTÂNCIA - EAD;2018;2;266;266;266;0;2
914;POLÍTICAS PÚBLICAS;2018;2;207;170;0;20;15
342;PSICOLOGIA;2018;2;438;408;36;34;9
343;QUÍMICA;2018;2;687;572;102;45;61
357;RELAÇÕES INTERNACIONAIS;2018;2;277;251;2;32;7
1490;RELAÇÕES PÚBLICAS;2018;2;248;235;31;30;6
806;SAÚDE COLETIVA;2018;2;215;190;22;15;12
907;SERVIÇO SOCIAL;2018;2;168;147;3;15;8
302;TEATRO;2018;2;224;199;0;20;7
1071;ZOOTECNIA;2018;2;227;196;30;11;15
298;ADMINISTRAÇÃO;2019;1;1631;1434;143;85;69
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2019;1;290;241;53;1;20
299;AGRONOMIA;2019;1;498;473;42;31;16
300;ARQUITETURA E URBANISMO;2019;1;618;584;63;28;11
301;ARQUIVOLOGIA;2019;1;171;142;37;2;11
303;ARTES VISUAIS;2019;1;618;533;110;14;27
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2019;1;283;169;1;0;114
304;BIBLIOTECONOMIA;2019;1;307;267;32;17;18
361;BIOMEDICINA;2019;1;149;138;27;0;9
910;BIOTECNOLOGIA;2019;1;109;93;24;1;13
305;CIÊNCIA DA COMPUTAÇÃO;2019;1;686;602;79;22;27
306;CIÊNCIAS ATUARIAIS;2019;1;254;214;38;9;17
307;CIÊNCIAS BIOLÓGICAS;2019;1;538;492;37;37;23
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2019;1;152;131;24;7;7
1680;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;2019;1;12;12;12;0;0
308;CIÊNCIAS CONTÁBEIS;2019;1;765;687;69;44;33
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2019;1;128;110;0;0;24
309;CIÊNCIAS ECONÔMICAS;2019;1;805;723;76;42;35
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2019;1;1792;1686;139;128;27
312;CIÊNCIAS SOCIAIS;2019;1;1025;824;177;22;93
1654;CIÊNCIAS SOCIAIS - ENSINO A DISTÂNCIA - EAD;2019;1;256;227;29;0;104
313;COMUNICAÇÃO SOCIAL;2019;1;242;222;2;31;5
805;DANÇA;2019;1;200;175;38;0;14
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2019;1;3;2;1;0;1
1481;DESIGN DE PRODUTO;2019;1;238;208;24;16;20
1482;DESIGN VISUAL;2019;1;238;210;21;11;13
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2019;1;70;62;0;20;1
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2019;1;69;56;0;15;0
314;EDUCAÇÃO FÍSICA;2019;1;1057;887;88;58;57
315;ENFERMAGEM;2019;1;503;479;43;37;5
526;ENGENHARIA AMBIENTAL;2019;1;202;175;34;1;11
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2019;1;172;134;27;4;20
317;ENGENHARIA CIVIL;2019;1;1006;937;67;55;42
319;ENGENHARIA DE ALIMENTOS;2019;1;230;196;36;0;28
318;ENGENHARIA DE COMPUTAÇÃO;2019;1;425;375;37;14;34
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2019;1;220;197;31;6;16
909;ENGENHARIA DE ENERGIA;2019;1;217;190;36;4;13
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2019;1;17;16;2;0;0
320;ENGENHARIA DE MATERIAIS;2019;1;213;196;30;7;10
321;ENGENHARIA DE MINAS;2019;1;164;151;25;16;7
322;ENGENHARIA DE PRODUÇÃO;2019;1;412;385;35;41;17
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2019;1;11;10;2;0;1
323;ENGENHARIA ELÉTRICA;2019;1;515;456;36;23;31
911;ENGENHARIA FÍSICA;2019;1;185;169;29;7;9
1077;ENGENHARIA HÍDRICA;2019;1;100;87;0;3;8
324;ENGENHARIA MECÂNICA;2019;1;733;681;44;28;36
325;ENGENHARIA METALÚRGICA;2019;1;313;259;60;7;27
326;ENGENHARIA QUÍMICA;2019;1;587;547;49;36;17
327;ESTATÍSTICA;2019;1;164;147;37;3;6
328;FARMÁCIA;2019;1;614;560;49;30;24
329;FILOSOFIA;2019;1;395;321;63;8;39
330;FÍSICA;2019;1;411;345;81;10;48
1764;FÍSICA - LICENCIATURA;2019;1;176;154;17;0;0
812;FISIOTERAPIA;2019;1;176;161;33;0;4
730;FONOAUDIOLOGIA;2019;1;140;128;25;0;5
331;GEOGRAFIA;2019;1;502;426;40;16;28
1650;GEOGRAFIA - ENSINO A DISTÂNCIA - EAD;2019;1;265;248;43;0;23
1548;GEOGRAFIA - LITORAL NORTE;2019;1;7;7;0;0;0
332;GEOLOGIA;2019;1;225;204;40;0;9
333;HISTÓRIA;2019;1;885;718;136;17;60
908;HISTÓRIA DA ARTE;2019;1;191;148;38;2;14
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2019;1;176;145;41;9;15
1489;JORNALISMO;2019;1;225;206;24;18;7
334;LETRAS;2019;1;1220;1052;257;51;84
335;MATEMÁTICA;2019;1;590;459;100;18;71
336;MEDICINA;2019;1;842;831;59;64;3
337;MEDICINA VETERINÁRIA;2019;1;628;581;57;39;16
731;MUSEOLOGIA;2019;1;144;125;28;7;8
338;MÚSICA;2019;1;388;357;75;9;8
339;NUTRIÇÃO;2019;1;321;302;49;20;3
340;ODONTOLOGIA;2019;1;576;546;36;56;17
341;PEDAGOGIA;2019;1;544;480;69;44;23
582;PEDAGOGIA - EAD;2019;1;259;185;0;131;0
1655;PEDAGOGIA - ENSINO A DISTÂNCIA - EAD;2019;1;286;253;22;0;20
914;POLÍTICAS PÚBLICAS;2019;1;221;183;49;12;14
342;PSICOLOGIA;2019;1;442;401;49;21;11
1660;PUBLICIDADE E PROPAGANDA;2019;1;29;29;29;0;2
343;QUÍMICA;2019;1;667;556;87;21;62
357;RELAÇÕES INTERNACIONAIS;2019;1;288;271;52;5;6
1490;RELAÇÕES PÚBLICAS;2019;1;237;221;27;24;6
806;SAÚDE COLETIVA;2019;1;206;171;19;11;14
907;SERVIÇO SOCIAL;2019;1;185;166;41;10;6
302;TEATRO;2019;1;227;204;30;6;12
1071;ZOOTECNIA;2019;1;231;201;30;10;13
298;ADMINISTRAÇÃO;2019;2;1633;1445;156;100;61
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2019;2;316;260;48;0;20
299;AGRONOMIA;2019;2;503;460;52;39;19
300;ARQUITETURA E URBANISMO;2019;2;631;590;52;42;15
301;ARQUIVOLOGIA;2019;2;174;144;16;14;13
303;ARTES VISUAIS;2019;2;599;514;22;44;19
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2019;2;169;141;0;0;28
304;BIBLIOTECONOMIA;2019;2;312;278;40;19;15
361;BIOMEDICINA;2019;2;140;128;0;22;4
910;BIOTECNOLOGIA;2019;2;95;85;0;13;8
305;CIÊNCIA DA COMPUTAÇÃO;2019;2;687;600;50;32;37
306;CIÊNCIAS ATUARIAIS;2019;2;233;188;5;9;20
307;CIÊNCIAS BIOLÓGICAS;2019;2;508;453;30;75;24
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2019;2;138;121;0;5;26
1680;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;2019;2;26;25;14;0;2
308;CIÊNCIAS CONTÁBEIS;2019;2;765;682;77;45;32
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2019;2;104;96;0;0;1
309;CIÊNCIAS ECONÔMICAS;2019;2;813;722;85;36;40
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2019;2;1842;1734;205;151;28
312;CIÊNCIAS SOCIAIS;2019;2;945;770;33;52;59
1654;CIÊNCIAS SOCIAIS - ENSINO A DISTÂNCIA - EAD;2019;2;152;136;0;0;17
313;COMUNICAÇÃO SOCIAL;2019;2;206;189;0;24;5
805;DANÇA;2019;2;190;162;4;14;11
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2019;2;4;4;2;0;0
1481;DESIGN DE PRODUTO;2019;2;225;207;23;8;8
1482;DESIGN VISUAL;2019;2;238;220;24;16;5
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2019;2;49;44;0;0;0
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2019;2;54;38;0;0;2
314;EDUCAÇÃO FÍSICA;2019;2;1053;921;80;90;76
315;ENFERMAGEM;2019;2;517;486;56;32;8
526;ENGENHARIA AMBIENTAL;2019;2;190;168;0;16;15
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2019;2;153;121;5;2;22
317;ENGENHARIA CIVIL;2019;2;977;912;68;79;31
319;ENGENHARIA DE ALIMENTOS;2019;2;210;183;8;12;17
318;ENGENHARIA DE COMPUTAÇÃO;2019;2;409;362;32;19;20
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2019;2;205;176;8;13;15
909;ENGENHARIA DE ENERGIA;2019;2;201;179;1;13;17
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2019;2;19;19;2;0;0
320;ENGENHARIA DE MATERIAIS;2019;2;203;188;8;16;17
321;ENGENHARIA DE MINAS;2019;2;143;138;2;6;14
322;ENGENHARIA DE PRODUÇÃO;2019;2;396;375;42;30;18
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2019;2;12;12;2;1;0
323;ENGENHARIA ELÉTRICA;2019;2;509;455;49;20;34
911;ENGENHARIA FÍSICA;2019;2;171;157;2;10;10
1077;ENGENHARIA HÍDRICA;2019;2;101;93;12;6;8
324;ENGENHARIA MECÂNICA;2019;2;724;664;55;61;28
325;ENGENHARIA METALÚRGICA;2019;2;290;242;12;19;27
326;ENGENHARIA QUÍMICA;2019;2;599;563;65;38;31
327;ESTATÍSTICA;2019;2;163;136;8;8;10
328;FARMÁCIA;2019;2;632;581;72;37;18
329;FILOSOFIA;2019;2;361;264;13;27;39
330;FÍSICA;2019;2;378;314;25;27;58
1764;FÍSICA - LICENCIATURA;2019;2;208;184;32;0;0
812;FISIOTERAPIA;2019;2;172;155;0;24;9
730;FONOAUDIOLOGIA;2019;2;135;121;0;20;5
331;GEOGRAFIA;2019;2;497;418;38;43;20
1650;GEOGRAFIA - ENSINO A DISTÂNCIA - EAD;2019;2;242;137;0;0;106
1548;GEOGRAFIA - LITORAL NORTE;2019;2;10;10;3;1;0
332;GEOLOGIA;2019;2;217;197;1;32;11
333;HISTÓRIA;2019;2;828;667;19;62;45
908;HISTÓRIA DA ARTE;2019;2;175;139;0;10;10
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2019;2;168;130;16;15;19
1489;JORNALISMO;2019;2;227;209;27;23;9
334;LETRAS;2019;2;1098;930;13;57;75
335;MATEMÁTICA;2019;2;551;437;50;26;59
336;MEDICINA;2019;2;848;830;73;84;3
337;MEDICINA VETERINÁRIA;2019;2;625;584;52;43;14
731;MUSEOLOGIA;2019;2;131;105;2;8;11
338;MÚSICA;2019;2;372;334;1;45;10
339;NUTRIÇÃO;2019;2;329;303;31;30;8
340;ODONTOLOGIA;2019;2;573;550;70;46;11
341;PEDAGOGIA;2019;2;545;478;68;41;22
582;PEDAGOGIA - EAD;2019;2;128;48;0;25;0
1655;PEDAGOGIA - ENSINO A DISTÂNCIA - EAD;2019;2;270;228;4;0;42
914;POLÍTICAS PÚBLICAS;2019;2;199;145;4;5;28
342;PSICOLOGIA;2019;2;442;404;32;37;5
1660;PUBLICIDADE E PROPAGANDA;2019;2;59;56;32;0;2
343;QUÍMICA;2019;2;677;553;93;27;51
357;RELAÇÕES INTERNACIONAIS;2019;2;279;254;2;51;13
1490;RELAÇÕES PÚBLICAS;2019;2;231;215;24;18;1
806;SAÚDE COLETIVA;2019;2;225;185;44;12;26
907;SERVIÇO SOCIAL;2019;2;169;145;0;10;11
302;TEATRO;2019;2;225;197;16;28;11
1071;ZOOTECNIA;2019;2;238;204;30;14;12
298;ADMINISTRAÇÃO;2020;1;1629;1490;157;82;17
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2020;1;345;306;49;5;5
299;AGRONOMIA;2020;1;494;460;49;30;14
300;ARQUITETURA E URBANISMO;2020;1;645;602;71;43;13
301;ARQUIVOLOGIA;2020;1;170;145;23;3;5
303;ARTES VISUAIS;2020;1;624;537;88;8;5
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2020;1;141;133;0;0;8
304;BIBLIOTECONOMIA;2020;1;316;288;38;22;1
361;BIOMEDICINA;2020;1;153;139;39;2;2
910;BIOTECNOLOGIA;2020;1;107;96;33;1;4
305;CIÊNCIA DA COMPUTAÇÃO;2020;1;719;646;101;17;14
306;CIÊNCIAS ATUARIAIS;2020;1;238;199;34;6;9
307;CIÊNCIAS BIOLÓGICAS;2020;1;448;418;39;12;8
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2020;1;139;132;33;1;3
1680;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;2020;1;47;46;23;0;0
308;CIÊNCIAS CONTÁBEIS;2020;1;777;715;89;45;18
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2020;1;103;91;0;0;1
309;CIÊNCIAS ECONÔMICAS;2020;1;836;763;99;39;24
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2020;1;1823;1744;160;132;18
312;CIÊNCIAS SOCIAIS;2020;1;1017;852;180;24;17
1654;CIÊNCIAS SOCIAIS - ENSINO A DISTÂNCIA - EAD;2020;1;135;101;0;0;11
313;COMUNICAÇÃO SOCIAL;2020;1;178;168;1;11;2
805;DANÇA;2020;1;215;191;50;2;4
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2020;1;8;8;4;0;0
1481;DESIGN DE PRODUTO;2020;1;235;214;26;6;2
1482;DESIGN VISUAL;2020;1;235;223;18;7;3
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2020;1;49;37;0;18;0
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2020;1;52;37;0;19;0
314;EDUCAÇÃO FÍSICA;2020;1;1069;944;135;67;11
315;ENFERMAGEM;2020;1;528;512;51;82;5
526;ENGENHARIA AMBIENTAL;2020;1;191;173;32;7;8
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2020;1;161;143;32;8;4
317;ENGENHARIA CIVIL;2020;1;953;904;86;46;19
319;ENGENHARIA DE ALIMENTOS;2020;1;218;191;37;0;6
318;ENGENHARIA DE COMPUTAÇÃO;2020;1;410;375;40;8;11
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2020;1;216;197;39;7;10
909;ENGENHARIA DE ENERGIA;2020;1;200;187;29;4;6
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2020;1;25;25;6;5;0
320;ENGENHARIA DE MATERIAIS;2020;1;214;207;44;11;12
321;ENGENHARIA DE MINAS;2020;1;147;139;24;10;3
322;ENGENHARIA DE PRODUÇÃO;2020;1;383;363;35;34;5
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2020;1;12;12;1;3;0
323;ENGENHARIA ELÉTRICA;2020;1;499;460;44;31;18
911;ENGENHARIA FÍSICA;2020;1;182;171;31;5;4
1077;ENGENHARIA HÍDRICA;2020;1;90;86;3;0;6
324;ENGENHARIA MECÂNICA;2020;1;702;643;67;47;12
325;ENGENHARIA METALÚRGICA;2020;1;287;237;43;3;11
326;ENGENHARIA QUÍMICA;2020;1;593;563;63;34;11
327;ESTATÍSTICA;2020;1;188;165;43;3;5
328;FARMÁCIA;2020;1;651;611;74;33;11
329;FILOSOFIA;2020;1;380;325;85;6;12
330;FÍSICA;2020;1;369;323;76;14;12
1764;FÍSICA - LICENCIATURA;2020;1;248;213;40;2;8
812;FISIOTERAPIA;2020;1;168;159;29;1;2
730;FONOAUDIOLOGIA;2020;1;148;137;38;0;2
331;GEOGRAFIA;2020;1;490;430;43;14;7
1650;GEOGRAFIA - ENSINO A DISTÂNCIA - EAD;2020;1;136;126;0;0;9
1548;GEOGRAFIA - LITORAL NORTE;2020;1;12;11;3;3;0
332;GEOLOGIA;2020;1;208;192;34;6;3
333;HISTÓRIA;2020;1;876;735;141;18;26
908;HISTÓRIA DA ARTE;2020;1;187;160;32;0;2
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2020;1;170;144;36;13;1
1489;JORNALISMO;2020;1;228;213;33;15;4
334;LETRAS;2020;1;1273;1144;307;26;28
335;MATEMÁTICA;2020;1;569;481;103;12;13
336;MEDICINA;2020;1;837;828;76;66;2
337;MEDICINA VETERINÁRIA;2020;1;629;599;61;25;6
731;MUSEOLOGIA;2020;1;143;131;31;5;0
338;MÚSICA;2020;1;411;362;94;6;3
339;NUTRIÇÃO;2020;1;333;316;42;13;7
340;ODONTOLOGIA;2020;1;572;553;56;46;9
341;PEDAGOGIA;2020;1;561;512;79;8;9
582;PEDAGOGIA - EAD;2020;1;103;21;0;21;0
1655;PEDAGOGIA - ENSINO A DISTÂNCIA - EAD;2020;1;228;188;0;0;40
914;POLÍTICAS PÚBLICAS;2020;1;214;187;48;4;9
342;PSICOLOGIA;2020;1;459;417;59;17;4
1660;PUBLICIDADE E PROPAGANDA;2020;1;82;77;25;0;0
343;QUÍMICA;2020;1;678;572;79;13;20
357;RELAÇÕES INTERNACIONAIS;2020;1;275;254;60;5;4
1490;RELAÇÕES PÚBLICAS;2020;1;248;231;36;4;5
806;SAÚDE COLETIVA;2020;1;217;188;30;3;4
907;SERVIÇO SOCIAL;2020;1;181;176;33;12;2
302;TEATRO;2020;1;227;210;41;2;6
1071;ZOOTECNIA;2020;1;235;205;23;4;10
298;ADMINISTRAÇÃO;2020;2;1689;1660;159;66;33
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2020;2;378;372;43;5;20
299;AGRONOMIA;2020;2;499;493;49;39;8
300;ARQUITETURA E URBANISMO;2020;2;646;641;57;32;16
301;ARQUIVOLOGIA;2020;2;167;159;5;3;9
303;ARTES VISUAIS;2020;2;615;602;4;22;9
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2020;2;134;134;1;0;1
304;BIBLIOTECONOMIA;2020;2;329;325;36;17;10
1803;BIBLIOTECONOMIA - ENSINO A DISTÂNCIA - EAD;2020;2;99;99;99;0;9
361;BIOMEDICINA;2020;2;151;147;2;18;3
910;BIOTECNOLOGIA;2020;2;103;102;1;12;6
305;CIÊNCIA DA COMPUTAÇÃO;2020;2;740;725;52;29;12
306;CIÊNCIAS ATUARIAIS;2020;2;229;224;6;3;7
307;CIÊNCIAS BIOLÓGICAS;2020;2;466;459;38;25;12
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2020;2;135;135;0;3;1
1680;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;2020;2;63;63;16;0;5
308;CIÊNCIAS CONTÁBEIS;2020;2;801;782;87;40;15
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2020;2;102;102;0;0;0
309;CIÊNCIAS ECONÔMICAS;2020;2;863;844;90;34;25
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2020;2;1907;1894;234;124;32
312;CIÊNCIAS SOCIAIS;2020;2;1004;968;26;19;45
1654;CIÊNCIAS SOCIAIS - ENSINO A DISTÂNCIA - EAD;2020;2;124;124;0;0;4
313;COMUNICAÇÃO SOCIAL;2020;2;165;164;0;9;4
805;DANÇA;2020;2;211;208;2;6;5
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2020;2;11;11;3;0;0
1481;DESIGN DE PRODUTO;2020;2;247;242;20;12;8
1482;DESIGN VISUAL;2020;2;244;240;19;20;7
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2020;2;51;51;20;0;1
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2020;2;33;33;0;4;1
314;EDUCAÇÃO FÍSICA;2020;2;1121;1097;102;79;34
315;ENFERMAGEM;2020;2;504;498;63;9;15
526;ENGENHARIA AMBIENTAL;2020;2;177;171;1;13;9
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2020;2;154;144;5;2;6
317;ENGENHARIA CIVIL;2020;2;969;957;81;53;25
319;ENGENHARIA DE ALIMENTOS;2020;2;219;214;7;12;10
318;ENGENHARIA DE COMPUTAÇÃO;2020;2;431;425;40;22;15
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2020;2;200;199;1;10;10
909;ENGENHARIA DE ENERGIA;2020;2;193;188;3;7;13
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2020;2;20;20;0;2;0
320;ENGENHARIA DE MATERIAIS;2020;2;201;201;10;13;6
321;ENGENHARIA DE MINAS;2020;2;135;131;1;9;8
322;ENGENHARIA DE PRODUÇÃO;2020;2;384;381;40;11;9
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2020;2;15;15;6;0;0
