Ano;ProcessoSeletivo;Curso;SiglaModalidadeVaga;ModalidadeVaga;Semestre;NrVagas
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Integral);AC/A0;Ampla Concorrência;1;7
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Integral);L3/L5;Egresso de Escola Pública;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Noturno);AC/A0;Ampla Concorrência;2;7
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Noturno);L1;Egresso de Escola Pública - Renda Inferior;2;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Noturno);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Noturno);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Noturno);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Noturno);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Noturno);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;MATEMÁTICA - Licenciatura - (Noturno);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;10
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;11
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;2;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;2
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2022;SISU - Ingresso Edição 1;MEDICINA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;7
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;7
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;2;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MEDICINA VETERINÁRIA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;MUSEOLOGIA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;4
2022;SISU - Ingresso Edição 1;MUSEOLOGIA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;MUSEOLOGIA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;MUSEOLOGIA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;MUSEOLOGIA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2022;SISU - Ingresso Edição 1;MUSEOLOGIA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;4
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;5
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;NUTRIÇÃO - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;6
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;7
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Noturno);AC/A0;Ampla Concorrência;2;4
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Noturno);L1;Egresso de Escola Pública - Renda Inferior;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Noturno);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Noturno);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Noturno);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;ODONTOLOGIA - Bacharelado - (Noturno);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);AC/A0;Ampla Concorrência;1;9
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);AC/A0;Ampla Concorrência;2;9
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L1;Egresso de Escola Pública - Renda Inferior;2;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L3/L5;Egresso de Escola Pública;1;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;PEDAGOGIA - Licenciatura - (Matutino);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;POLÍTICAS PÚBLICAS - Bacharelado - (Noturno);AC/A0;Ampla Concorrência;1;7
2022;SISU - Ingresso Edição 1;POLÍTICAS PÚBLICAS - Bacharelado - (Noturno);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;POLÍTICAS PÚBLICAS - Bacharelado - (Noturno);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;POLÍTICAS PÚBLICAS - Bacharelado - (Noturno);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;POLÍTICAS PÚBLICAS - Bacharelado - (Noturno);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;POLÍTICAS PÚBLICAS - Bacharelado - (Noturno);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;POLÍTICAS PÚBLICAS - Bacharelado - (Noturno);L3/L5;Egresso de Escola Pública;1;1
2022;SISU - Ingresso Edição 1;POLÍTICAS PÚBLICAS - Bacharelado - (Noturno);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;POLÍTICAS PÚBLICAS - Bacharelado - (Noturno);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;6
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Noturno);AC/A0;Ampla Concorrência;2;4
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Noturno);L1;Egresso de Escola Pública - Renda Inferior;2;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Noturno);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Noturno);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Noturno);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;PSICOLOGIA - Bacharelado - (Noturno);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;PUBLICIDADE E PROPAGANDA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;3
2022;SISU - Ingresso Edição 1;PUBLICIDADE E PROPAGANDA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;4
2022;SISU - Ingresso Edição 1;PUBLICIDADE E PROPAGANDA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;PUBLICIDADE E PROPAGANDA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;PUBLICIDADE E PROPAGANDA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;PUBLICIDADE E PROPAGANDA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;PUBLICIDADE E PROPAGANDA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;PUBLICIDADE E PROPAGANDA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;PUBLICIDADE E PROPAGANDA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;PUBLICIDADE E PROPAGANDA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;5
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;5
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Licenciatura - (Noturno);AC/A0;Ampla Concorrência;2;3
2022;SISU - Ingresso Edição 1;QUÍMICA - Licenciatura - (Noturno);L1;Egresso de Escola Pública - Renda Inferior;2;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Licenciatura - (Noturno);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;QUÍMICA - Licenciatura - (Noturno);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;QUÍMICA INDUSTRIAL - Bacharelado - (Noturno);AC/A0;Ampla Concorrência;2;3
2022;SISU - Ingresso Edição 1;QUÍMICA INDUSTRIAL - Bacharelado - (Noturno);L1;Egresso de Escola Pública - Renda Inferior;2;1
2022;SISU - Ingresso Edição 1;QUÍMICA INDUSTRIAL - Bacharelado - (Noturno);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;QUÍMICA INDUSTRIAL - Bacharelado - (Noturno);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;RELAÇÕES INTERNACIONAIS - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;9
2022;SISU - Ingresso Edição 1;RELAÇÕES INTERNACIONAIS - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;RELAÇÕES INTERNACIONAIS - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2022;SISU - Ingresso Edição 1;RELAÇÕES INTERNACIONAIS - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;RELAÇÕES INTERNACIONAIS - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;RELAÇÕES INTERNACIONAIS - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;RELAÇÕES INTERNACIONAIS - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;1;1
2022;SISU - Ingresso Edição 1;RELAÇÕES INTERNACIONAIS - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;RELAÇÕES INTERNACIONAIS - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;RELAÇÕES PÚBLICAS - Bacharelado - (Integral);AC/A0;Ampla Concorrência;1;3
2022;SISU - Ingresso Edição 1;RELAÇÕES PÚBLICAS - Bacharelado - (Integral);AC/A0;Ampla Concorrência;2;4
2022;SISU - Ingresso Edição 1;RELAÇÕES PÚBLICAS - Bacharelado - (Integral);L1;Egresso de Escola Pública - Renda Inferior;1;1
2022;SISU - Ingresso Edição 1;RELAÇÕES PÚBLICAS - Bacharelado - (Integral);L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;RELAÇÕES PÚBLICAS - Bacharelado - (Integral);L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;RELAÇÕES PÚBLICAS - Bacharelado - (Integral);L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2022;SISU - Ingresso Edição 1;RELAÇÕES PÚBLICAS - Bacharelado - (Integral);L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2022;SISU - Ingresso Edição 1;RELAÇÕES PÚBLICAS - Bacharelado - (Integral);L3/L5;Egresso de Escola Pública;2;1
2022;SISU - Ingresso Edição 1;RELAÇÕES PÚBLICAS - Bacharelado - (Integral);L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2022;SISU - Ingresso Edição 1;RELAÇÕES PÚBLICAS - Bacharelado - (Integral);L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2022;SISU - Ingresso Edição 1;SAÚDE COLETIVA - Bacharelado - (Noturno);AC/A0;Ampla Concorrência;1;4
